Sno,Request_id,Notification_Id,MGS,DBS,LCV_Num,Transaction_Id,Route_Duration,Route_distance,Status,Operator_id,Allocation_date,Modifier_operator_id,Modified_date
407,515reliance_bp240725084645,2584,cgs_harua,reliance_bp,UP80HT5299,UP80HT5299cgs_harua240725070150,60,39,Reached,Scheduling Engine,7/25/2024 15:17,NULL,8/21/2024 8:44
408,516cholapur240725095609,2598,cgs_harua,cholapur,UP80HT4944,UP80HT4944cgs_harua240725084705,22,14,Reached,Scheduling Engine,7/25/2024 16:26,NULL,8/21/2024 8:44
409,517reliance_bp_harua240725102748,2613,upsidc,reliance_bp_harua,GJ18BT9140,GJ18BT9140upsidc240725082750,30,21,Reached,Scheduling Engine,7/25/2024 16:58,NULL,8/21/2024 8:44
410,518vishnu240725113229,2618,cgs_harua,vishnu,GJ18BT9112,GJ18BT9112cgs_harua240725084628,28,20,Reached,Scheduling Engine,7/25/2024 18:02,NULL,8/21/2024 8:44
411,519reliance_bp240725113325,2621,cgs_harua,reliance_bp,UP65LT2768,UP65LT2768cgs_harua240725094921,60,39,Reached,Scheduling Engine,7/25/2024 18:03,NULL,8/21/2024 8:44
412,520srm_energy240725115828,2634,upsidc,srm_energy,UP65KT3613,UP65KT3613upsidc240725102108,67,48,Reached,Scheduling Engine,7/25/2024 18:28,NULL,8/21/2024 8:44
413,521mansha240726120011,2636,cgs_harua,mansha,UP80HT5137,UP80HT5137cgs_harua240725105046,34,22,Reached,Scheduling Engine,7/25/2024 18:30,NULL,8/21/2024 8:44
414,522rameshwar240726120043,2638,cgs_harua,rameshwar,UP80HT5397,UP80HT5397cgs_harua240725104749,76,49,Reached,Scheduling Engine,7/25/2024 18:30,NULL,8/21/2024 8:44
415,523suresh240726012157,2647,cgs_harua,suresh,UP80HT5298,UP80HT5298cgs_harua240725115454,78,42,Reached,Scheduling Engine,7/25/2024 19:52,NULL,8/21/2024 8:44
416,524reliance_bp_harua240726012317,2648,upsidc,reliance_bp_harua,UP65KT8525,UP65KT8525upsidc240725115619,30,21,Reached,Scheduling Engine,7/25/2024 19:53,NULL,8/21/2024 8:44
417,525mirzamurad240726072405,2666,cgs_harua,mirzamurad,UP80HT5139,UP80HT5139cgs_harua240726060951,38,27,Reached,Scheduling Engine,7/26/2024 1:54,NULL,8/21/2024 8:44
418,526saurav240726072817,2667,cgs_harua,saurav,UP65LT8639,UP65LT8639cgs_harua240726014349,26,15,Reached,Scheduling Engine,7/26/2024 1:58,NULL,8/21/2024 8:44
419,527suresh240726100712,2686,cgs_harua,suresh,UP65LT8640,UP65LT8640cgs_harua240726080830,78,42,Reached,Scheduling Engine,7/26/2024 4:37,NULL,8/21/2024 8:44
420,528reliance_bp_harua240726100956,2687,cgs_harua,reliance_bp_harua,UP80HT5138,UP80HT5138cgs_harua240726071644,17,9,Reached,Scheduling Engine,7/26/2024 4:48,NULL,8/21/2024 8:44
421,529cholapur240726111514,2694,cgs_harua,cholapur,UP80HT5144,UP80HT5144cgs_harua240726094645,22,14,Reached,Scheduling Engine,7/26/2024 5:45,NULL,8/21/2024 8:44
422,530saurav240726114306,2710,cgs_harua,saurav,UP80HT5299,UP80HT5299cgs_harua240726103516,26,15,Reached,Scheduling Engine,7/26/2024 6:13,NULL,8/21/2024 8:44
423,531rameshwar240726122135,2716,cgs_harua,rameshwar,UP65LT8638,UP65LT8638cgs_harua240726105531,76,49,Reached,Scheduling Engine,7/26/2024 6:51,NULL,8/21/2024 8:44
424,532reliance_bp_harua240726125220,2724,upsidc,reliance_bp_harua,UP80HT5145,UP80HT5145upsidc240726112921,30,21,Reached,Scheduling Engine,7/26/2024 7:22,NULL,8/21/2024 8:44
425,533atulya240726011204,2729,cgs_harua,atulya,UP65KT8526,UP65KT8526cgs_harua240726122007,45,27,Reached,Scheduling Engine,7/26/2024 7:42,NULL,8/21/2024 8:44
426,534saurav240726014136,2730,cgs_harua,saurav,GJ18BT9472,GJ18BT9472cgs_harua240726115526,26,15,Reached,Scheduling Engine,7/26/2024 8:11,NULL,8/21/2024 8:44
427,535cholapur240726023236,2744,cgs_harua,cholapur,UP80HT4944,UP80HT4944cgs_harua240726012700,22,14,Reached,Scheduling Engine,7/26/2024 9:02,NULL,8/21/2024 8:44
428,536sanchetna240726025433,2753,upsidc,sanchetna,GJ18BT9140,GJ18BT9140upsidc240726125021,32,20,Reached,Scheduling Engine,7/26/2024 9:24,NULL,8/21/2024 8:44
429,537saurav240726041530,2770,cgs_harua,saurav,UP80HT5137,UP80HT5137cgs_harua240726022809,26,15,Reached,Scheduling Engine,7/26/2024 10:45,NULL,8/21/2024 8:44
430,538suresh240726041636,2771,cgs_harua,suresh,UP80HT5397,UP80HT5397cgs_harua240726022645,78,42,Reached,Scheduling Engine,7/26/2024 10:47,NULL,8/21/2024 8:44
431,539sanchetna240726043342,2780,upsidc,sanchetna,UP65KT8525,UP65KT8525upsidc240726030532,32,20,Reached,Scheduling Engine,7/26/2024 11:03,NULL,8/21/2024 8:44
432,541lala_auto240726061057,2795,upsidc,lala_auto,UP80HT5145,UP80HT5145upsidc240726055715,50,37,Reached,Scheduling Engine,7/26/2024 12:41,NULL,8/21/2024 8:44
433,542lala_auto240726061213,2788,cgs_harua,lala_auto,UP80HT5144,UP80HT5144cgs_harua240726043954,60,30,Reached,Scheduling Engine,7/26/2024 12:44,NULL,8/21/2024 8:44
434,543rameshwar240726061508,2789,cgs_harua,rameshwar,UP80HT5298,UP80HT5298cgs_harua240726040323,76,49,Reached,Scheduling Engine,7/26/2024 12:45,NULL,8/21/2024 8:44
435,544cholapur240726080508,2807,cgs_harua,cholapur,UP65LT2768,UP65LT2768cgs_harua240726060704,22,14,Reached,Scheduling Engine,7/26/2024 14:35,NULL,8/21/2024 8:44
436,545reliance_bp240726080625,2810,cgs_harua,suresh,UP65LT8640,UP65LT8640cgs_harua240726072209,78,42,Reached,Scheduling Engine,7/26/2024 14:36,NULL,8/21/2024 8:44
437,546reliance_bp240726101242,2824,cgs_harua,reliance_bp,UP65LT8638,UP65LT8638cgs_harua240726072457,60,39,Reached,Scheduling Engine,7/26/2024 16:42,NULL,8/21/2024 8:44
438,547vishnu240726101320,2827,cgs_harua,vishnu,GJ18BT9112,GJ18BT9112cgs_harua240726072950,28,20,Reached,Scheduling Engine,7/26/2024 16:43,NULL,8/21/2024 8:44
439,548atulya240726101422,2834,cgs_harua,atulya,UP65KT8526,UP65KT8526cgs_harua240726091944,45,27,Reached,Scheduling Engine,7/26/2024 16:44,NULL,8/21/2024 8:44
440,549srm_energy240726101514,2837,upsidc,srm_energy,UP80HT4943,UP80HT4943cgs_harua240726082313,67,48,Reached,Scheduling Engine,7/26/2024 16:45,NULL,8/21/2024 8:44
441,550saurav240726102732,2840,cgs_harua,saurav,UP80HT5138,UP80HT5138cgs_harua240726064534,26,15,Reached,Scheduling Engine,7/26/2024 16:57,NULL,8/21/2024 8:44
442,551sanchetna240726110353,2848,upsidc,sanchetna,GJ18BT9140,GJ18BT9140upsidc240726090853,32,20,Reached,Scheduling Engine,7/26/2024 17:33,NULL,8/21/2024 8:44
443,552cholapur240726112535,2852,cgs_harua,cholapur,UP80HT4944,UP80HT4944cgs_harua240726110915,22,14,Reached,Scheduling Engine,7/26/2024 17:55,NULL,8/21/2024 8:44
446,556mirzamurad240727123708,2860,cgs_harua,mirzamurad,UP80HT5139,UP80HT5139cgs_harua240726112004,38,27,Reached,Scheduling Engine,7/26/2024 19:07,NULL,8/21/2024 8:44
447,555reliance_bp240727123641,2859,upsidc,reliance_bp,UP65KT3613,UP65KT3613upsidc240726111349,70,65,Reached,Scheduling Engine,7/26/2024 19:07,NULL,8/21/2024 8:44
448,557rameshwar240727123839,2861,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240726111858,76,49,Reached,Scheduling Engine,7/26/2024 19:08,NULL,8/21/2024 8:44
449,558reliance_bp_harua240727085120,2875,upsidc,reliance_bp_harua,UP65KT8525,UP65KT8525upsidc240727012346,30,21,Reached,Scheduling Engine,7/27/2024 3:21,NULL,8/21/2024 8:44
450,559mansha240727085332,2876,cgs_harua,reliance_bp,UP65LT8639,UP65LT8639cgs_harua240727020849,60,39,Reached,Scheduling Engine,7/27/2024 3:23,NULL,8/21/2024 8:44
451,560suresh240727104154,2898,cgs_harua,suresh,UP65LT8638,UP65LT8638upsidc240727080359,78,42,Reached,Scheduling Engine,7/27/2024 5:14,NULL,8/21/2024 8:44
452,561reliance_bp_harua240727104307,2903,upsidc,reliance_bp_harua,UP80HT5145,UP80HT5145upsidc240727064232,30,21,Reached,Scheduling Engine,7/27/2024 5:14,NULL,8/21/2024 8:44
453,563saurav240727114831,2906,cgs_harua,mansha,UP65LT8640,UP65LT8640cgs_harua240727100845,34,22,Reached,Scheduling Engine,7/27/2024 6:18,NULL,8/21/2024 8:44
454,564vishnu240727114905,2911,cgs_harua,vishnu,GJ18BT9472,GJ18BT9472cgs_harua240727093504,28,20,Reached,Scheduling Engine,7/27/2024 6:19,NULL,8/21/2024 8:44
455,566suresh240727120543,2927,cgs_harua,suresh,UP80HT5397,UP80HT5397cgs_harua240727092930,78,42,Reached,Scheduling Engine,7/27/2024 6:35,NULL,8/21/2024 8:44
456,568cholapur240727122231,2932,cgs_harua,cholapur,UP65LT2768,UP65LT2768cgs_harua240727111818,22,14,Reached,Scheduling Engine,7/27/2024 6:52,NULL,8/21/2024 8:44
457,569saurav240727011435,2940,cgs_harua,saurav,UP80HT5137,UP80HT5137cgs_harua240727123657,26,15,Reached,Scheduling Engine,7/27/2024 7:44,NULL,8/21/2024 8:44
458,570atulya240727023344,2948,cgs_harua,atulya,UP80JT1056,UP80JT1056cgs_harua240727011115,45,27,Reached,Scheduling Engine,7/27/2024 9:03,NULL,8/21/2024 8:44
459,571rameshwar240727023428,2950,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240727015617,76,49,Reached,Scheduling Engine,7/27/2024 9:04,NULL,8/21/2024 8:44
460,572reliance_bp_harua240727023643,2962,upsidc,reliance_bp_harua,GJ18BT9140,GJ18BT9140upsidc240727121752,30,21,Reached,Scheduling Engine,7/27/2024 9:06,NULL,8/21/2024 8:44
461,573reliance_bp240727024934,2965,upsidc,srm_energy,UP65KT3613,UP65KT3613upsidc240727023845,67,48,Reached,Scheduling Engine,7/27/2024 9:20,NULL,8/21/2024 8:44
462,574reliance_bp240727025130,2969,cgs_harua,reliance_bp,UP65KT8526,UP65KT8526cgs_harua240727022745,60,39,Reached,Scheduling Engine,7/27/2024 9:23,NULL,8/21/2024 8:44
463,575saurav240727041523,2984,cgs_harua,saurav,UP80HT5138,UP80HT5138cgs_harua240727024908,26,15,Reached,Scheduling Engine,7/27/2024 10:45,NULL,8/21/2024 8:44
464,576suresh240727041620,2985,cgs_harua,suresh,UP80HT5397,UP80HT5397cgs_harua240727024359,78,42,Reached,Scheduling Engine,7/27/2024 10:46,NULL,8/21/2024 8:44
465,577reliance_bp_harua240727054127,2996,upsidc,reliance_bp_harua,UP65KT8525,UP65KT8525upsidc240727035031,30,21,Reached,Scheduling Engine,7/27/2024 12:11,NULL,8/21/2024 8:44
466,578atulya240727062727,3000,cgs_harua,atulya,UP80HT4944,UP80HT4944cgs_harua240727040437,45,27,Reached,Scheduling Engine,7/27/2024 12:57,NULL,8/21/2024 8:44
467,579reliance_bp240727065320,3014,cgs_harua,reliance_bp,UP65LT8639,UP65LT8639cgs_harua240727054020,60,39,Reached,Scheduling Engine,7/27/2024 13:23,NULL,8/21/2024 8:44
468,580rameshwar240727074604,3024,cgs_harua,rameshwar,UP80HT5298,UP80HT5298cgs_harua240727044430,76,49,Reached,Scheduling Engine,7/27/2024 14:16,NULL,8/21/2024 8:44
469,581suresh240727083434,3028,cgs_harua,suresh,UP65LT8638,UP65LT8638cgs_harua240727063209,78,42,Reached,Scheduling Engine,7/27/2024 15:04,NULL,8/21/2024 8:44
470,582cholapur240727083541,3031,cgs_harua,cholapur,UP80JT1056,UP80JT1056cgs_harua240727073723,22,14,Reached,Scheduling Engine,7/27/2024 15:06,NULL,8/21/2024 8:44
471,583lala_auto240727084235,3037,upsidc,lala_auto,UP80HT4943,UP80HT4943upsidc240727060351,50,37,Reached,Scheduling Engine,7/27/2024 15:12,NULL,8/21/2024 8:44
472,584saurav240727091229,3045,cgs_harua,saurav,UP65LT8640,UP65LT8640cgs_harua240727075303,26,15,Reached,Scheduling Engine,7/27/2024 15:42,NULL,8/21/2024 8:44
473,585cholapur240727091322,3046,cgs_harua,cholapur,UP65LT2768,UP65LT2768cgs_harua240727075605,22,14,Reached,Scheduling Engine,7/27/2024 15:43,NULL,8/21/2024 8:44
474,586reliance_bp_harua240727092322,3048,upsidc,reliance_bp_harua,UP80HT5145,UP80HT5145upsidc240727080233,30,21,Reached,Scheduling Engine,7/27/2024 15:53,NULL,8/21/2024 8:44
475,587reliance_bp240728120732,3084,cgs_harua,reliance_bp,UP65KT8526,UP65KT8526cgs_harua240727103647,60,39,Reached,Scheduling Engine,7/27/2024 18:37,NULL,8/21/2024 8:44
476,588mansha240728120802,3086,cgs_harua,mansha,UP80HT5137,UP80HT5137cgs_harua240727110150,34,22,Reached,Scheduling Engine,7/27/2024 18:38,NULL,8/21/2024 8:44
477,589suresh240728065500,3091,cgs_harua,suresh,UP80HT5397,UP80HT5397cgs_harua240728024752,78,42,Reached,Scheduling Engine,7/28/2024 1:25,NULL,8/21/2024 8:44
478,590rameshwar240728065546,3092,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240728025119,76,49,Reached,Scheduling Engine,7/28/2024 1:25,NULL,8/21/2024 8:44
479,591atulya240728070546,3106,cgs_harua,atulya,UP80HT4944,UP80HT4944cgs_harua240728061311,45,27,Reached,Scheduling Engine,7/28/2024 1:35,NULL,8/21/2024 8:44
480,592cholapur240728084432,3109,cgs_harua,cholapur,UP80HT5144,UP80HT5144cgs_harua240728061410,22,14,Reached,Scheduling Engine,7/28/2024 3:14,NULL,8/21/2024 8:44
481,593reliance_bp_harua240728090128,3116,upsidc,reliance_bp_harua,GJ18BT9140,GJ18BT9140upsidc240728072736,30,21,Reached,Scheduling Engine,7/28/2024 3:31,NULL,8/21/2024 8:44
482,594srm_energy240728093437,3119,cgs_harua,srm_energy,UP65LT8639,UP65LT8639cgs_harua240728074233,70,30,Reached,Scheduling Engine,7/28/2024 5:53,NULL,8/21/2024 8:44
483,595suresh240728112451,3139,cgs_harua,suresh,UP65LT8638,UP65LT8638cgs_harua240728090435,78,42,Reached,Scheduling Engine,7/28/2024 5:54,NULL,8/21/2024 8:44
484,596rameshwar240728125853,3144,cgs_harua,rameshwar,UP80HT5298,UP80HT5298cgs_harua240728105058,76,49,Reached,Scheduling Engine,7/28/2024 7:29,NULL,8/21/2024 8:44
485,597cholapur240728021030,3162,cgs_harua,cholapur,UP80JT1056,UP80JT1056cgs_harua240728010145,22,14,Reached,Scheduling Engine,7/28/2024 8:41,NULL,8/21/2024 8:44
486,598vishnu240728041926,3165,cgs_harua,vishnu,GJ18BT9472,GJ18BT9472cgs_harua240728121135,28,20,Reached,Scheduling Engine,7/28/2024 10:49,NULL,8/21/2024 8:44
487,599reliance_bp_harua240728042101,3168,cgs_harua,reliance_bp_harua,UP65KT8525,UP65KT8525cgs_harua240728020632,17,9,Reached,Scheduling Engine,7/28/2024 10:51,NULL,8/21/2024 8:44
488,600reliance_bp_harua240728042255,3172,cgs_harua,reliance_bp_harua,UP80HT5397,UP80HT5397cgs_harua240728022615,17,9,Reached,Scheduling Engine,7/28/2024 10:53,NULL,8/21/2024 8:44
489,601atulya240728070443,3192,cgs_harua,atulya,UP80HT4944,UP80HT4944cgs_harua240728051940,45,27,Reached,Scheduling Engine,7/28/2024 13:34,NULL,8/21/2024 8:44
490,602lala_auto240728070641,3196,cgs_harua,lala_auto,UP65KT3613,UP65KT3613cgs_harua240728051851,60,30,Reached,Scheduling Engine,7/28/2024 13:36,NULL,8/21/2024 8:44
491,603cholapur240728070739,3197,cgs_harua,cholapur,UP80HT5144,UP80HT5144cgs_harua240728051636,22,14,Reached,Scheduling Engine,7/28/2024 13:37,NULL,8/21/2024 8:44
492,604rameshwar240728070824,3205,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240728055024,76,49,Reached,Scheduling Engine,7/28/2024 13:38,NULL,8/21/2024 8:44
493,605saurav240728071101,3207,cgs_harua,saurav,UP80HT5138,UP80HT5138cgs_harua240728030417,26,15,Reached,Scheduling Engine,7/28/2024 13:41,NULL,8/21/2024 8:44
494,606reliance_bp_harua240728071327,3209,cgs_harua,reliance_bp_harua,UP80HT5397,UP80HT5397cgs_harua240728044342,17,9,Reached,Scheduling Engine,7/28/2024 13:43,NULL,8/21/2024 8:44
495,607mansha240728071931,3211,cgs_harua,mansha,UP65LT8640,UP65LT8640cgs_harua240728061400,34,22,Reached,Scheduling Engine,7/28/2024 13:49,NULL,8/21/2024 8:44
496,608reliance_bp240728072319,3212,cgs_harua,reliance_bp,UP80HT5145,UP80HT5145cgs_harua240728063237,60,39,Reached,Scheduling Engine,7/28/2024 13:53,NULL,8/21/2024 8:44
497,609reliance_bp240728074410,3215,cgs_harua,reliance_bp,UP65KT8526,UP65KT8526cgs_harua240728063620,60,39,Reached,Scheduling Engine,7/28/2024 14:14,NULL,8/21/2024 8:44
498,610srm_energy240728082022,3217,cgs_harua,srm_energy,UP80HT4943,UP80HT4943cgs_harua240728063318,70,30,Reached,Scheduling Engine,7/28/2024 14:50,NULL,8/21/2024 8:44
499,611saurav240728082553,3219,cgs_harua,saurav,UP80HT5139,UP80HT5139cgs_harua240728081357,26,15,Reached,Scheduling Engine,7/28/2024 14:55,NULL,8/21/2024 8:44
500,612rameshwar240728101126,3237,cgs_harua,rameshwar,UP80HT5298,UP80HT5298cgs_harua240728090047,76,49,Reached,Scheduling Engine,7/28/2024 16:41,NULL,8/21/2024 8:44
501,613sanchetna240728105918,3249,cgs_harua,sanchetna,GJ18BT9140,GJ18BT9140cgs_harua240728083330,22,12,Reached,Scheduling Engine,7/28/2024 17:29,NULL,8/21/2024 8:44
502,614mansha240728110316,3250,cgs_harua,mansha,UP80HT5137,UP80HT5137cgs_harua240728095215,34,22,Reached,Scheduling Engine,7/28/2024 17:33,NULL,8/21/2024 8:44
503,615cholapur240728110404,3251,cgs_harua,cholapur,UP65LT2768,UP65LT2768cgs_harua240728095100,22,14,Reached,Scheduling Engine,7/28/2024 17:34,NULL,8/21/2024 8:44
504,616atulya240729120156,3264,cgs_harua,atulya,UP80HT4944,UP80HT4944cgs_harua240728113715,45,27,Reached,Scheduling Engine,7/28/2024 18:32,NULL,8/21/2024 8:44
505,617srm_energy240729082333,3273,cgs_harua,srm_energy,UP65LT8639,UP65LT8639cgs_harua240728114204,70,30,Reached,Scheduling Engine,7/29/2024 2:53,NULL,8/21/2024 8:44
506,618sanchetna240729082556,3283,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240729032708,76,49,Reached,Scheduling Engine,7/29/2024 2:56,NULL,8/21/2024 8:44
507,619sanchetna240729083537,3290,cgs_harua,sanchetna,UP65KT8525,UP65KT8525cgs_harua240729010453,22,12,Reached,Scheduling Engine,7/29/2024 3:05,NULL,8/21/2024 8:44
508,620reliance_bp240729083620,3292,cgs_harua,reliance_bp,UP65KT8526,UP65KT8526cgs_harua240729055624,60,39,Reached,Scheduling Engine,7/29/2024 3:06,NULL,8/21/2024 8:44
509,621vishnu240729102903,3307,cgs_harua,vishnu,GJ18BT9472,GJ18BT9472cgs_harua240729083323,28,20,Reached,Scheduling Engine,7/29/2024 4:59,NULL,8/21/2024 8:44
510,622mansha240729115603,3318,cgs_harua,mansha,UP80HT5137,UP80HT5137cgs_harua240729101528,34,22,Reached,Scheduling Engine,7/29/2024 6:26,NULL,8/21/2024 8:44
511,623suresh240729115718,3319,cgs_harua,suresh,UP65LT8638,UP65LT8638cgs_harua240729100206,78,42,Reached,Scheduling Engine,7/29/2024 6:27,NULL,8/21/2024 8:44
512,624saurav240729014334,3322,cgs_harua,saurav,UP80HT5144,UP80HT5144cgs_harua240729111318,26,15,Reached,Scheduling Engine,7/29/2024 8:13,NULL,8/21/2024 8:44
513,625reliance_bp_harua240729031755,3349,upsidc,reliance_bp_harua,UP65KT8525,UP65KT8525upsidc240729012625,30,21,Reached,Scheduling Engine,7/29/2024 9:48,NULL,8/21/2024 8:44
514,626rameshwar240729031906,3354,cgs_harua,rameshwar,UP80HT5298,UP80HT5298cgs_harua240729011920,76,49,Reached,Scheduling Engine,7/29/2024 9:49,NULL,8/21/2024 8:44
515,627lala_auto240729031947,3355,upsidc,lala_auto,UP80HT4943,UP80HT4943upsidc240729014249,50,37,Reached,Scheduling Engine,7/29/2024 9:49,NULL,8/21/2024 8:44
516,628reliance_bp240729032325,3359,cgs_harua,reliance_bp,UP65KT8526,UP65KT8526cgs_harua240729024634,60,39,Reached,Scheduling Engine,7/29/2024 9:53,NULL,8/21/2024 8:44
517,629srm_energy240729043307,3376,upsidc,srm_energy,UP65KT3613,UP65KT3613upsidc240729041416,67,48,Reached,Scheduling Engine,7/29/2024 11:03,NULL,8/21/2024 8:44
518,630mansha240729044101,3380,cgs_harua,mansha,UP80HT5138,UP80HT5138cgs_harua240729043924,34,22,Reached,Scheduling Engine,7/29/2024 11:12,NULL,8/21/2024 8:44
519,632suresh240729044447,3381,cgs_harua,suresh,UP80HT5397,UP80HT5397upsidc240729040415,78,42,Reached,Scheduling Engine,7/29/2024 11:14,NULL,8/21/2024 8:44
520,633cholapur240729052431,3390,cgs_harua,cholapur,UP65LT2768,UP65LT2768cgs_harua240729041310,22,14,Reached,Scheduling Engine,7/29/2024 11:57,NULL,8/21/2024 8:44
521,636suresh240729085454,3416,cgs_harua,vishnu,GJ18BT9112,GJ18BT9112cgs_harua240729082857,60,39,Reached,Scheduling Engine,7/29/2024 15:25,NULL,8/21/2024 8:44
522,635mansha240729065426,3418,cgs_harua,mansha,UP80HT5144,UP80HT5144cgs_harua240729083650,60,39,Reached,Scheduling Engine,7/29/2024 15:25,NULL,8/21/2024 8:44
523,634saurav240729053026,3419,cgs_harua,suresh,UP65LT8638,UP65LT8638cgs_harua240729072617,78,42,Reached,Scheduling Engine,7/29/2024 15:25,NULL,8/21/2024 8:44
524,13suresh240702021020,3420,cgs_harua,suresh,UP80HT5145,UP80HT5145cgs_harua240729103110,78,42,Reached,Scheduling Engine,7/29/2024 17:57,NULL,8/21/2024 8:44
525,637rameshwar240729112747,3429,cgs_harua,cholapur,UP80JT1056,UP80JT1056cgs_harua240729085314,22,14,Reached,Scheduling Engine,7/29/2024 17:57,NULL,8/21/2024 8:44
526,638rameshwar240729113101,3430,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240729085011,76,49,Reached,Scheduling Engine,7/29/2024 18:01,NULL,8/21/2024 8:44
527,639mirzamurad240729113154,3440,cgs_harua,mirzamurad,UP80HT5139,UP80HT5139cgs_harua240729100512,38,27,Reached,Scheduling Engine,7/29/2024 18:01,NULL,8/21/2024 8:44
529,641vishnu240729113641,3441,cgs_harua,vishnu,UP65LT8639,UP65LT8639upsidc240729100307,28,20,Reached,Scheduling Engine,7/29/2024 18:07,NULL,8/21/2024 8:44
530,642suresh240730123532,3455,cgs_harua,suresh,UP80HT5397,UP80HT5397cgs_harua240729112433,78,42,Reached,Scheduling Engine,7/29/2024 20:13,NULL,8/21/2024 8:44
531,645vishnu240730014439,3460,cgs_harua,vishnu,UP65KT8526,UP65KT8526cgs_harua240730120802,28,20,Reached,Scheduling Engine,7/29/2024 20:14,NULL,8/21/2024 8:44
532,646vishnu240730014521,3461,cgs_harua,vishnu,GJ18BT9472,GJ18BT9472cgs_harua240729115629,28,20,Reached,Scheduling Engine,7/29/2024 20:15,NULL,8/21/2024 8:44
533,647suresh240730054522,3475,cgs_harua,suresh,UP80HT5298,UP80HT5298cgs_harua240730063914,78,42,Reached,Scheduling Engine,7/30/2024 4:18,NULL,8/21/2024 8:44
534,649rameshwar240730094828,3485,cgs_harua,rameshwar,UP65LT8638,UP65LT8638cgs_harua240730082944,76,49,Reached,Scheduling Engine,7/30/2024 4:18,NULL,8/21/2024 8:44
535,650rameshwar240730112655,3496,cgs_harua,rameshwar,UP65LT2768,UP65LT2768cgs_harua240730094812,76,49,Reached,Scheduling Engine,7/30/2024 5:57,NULL,8/21/2024 8:44
536,651rameshwar240730112745,3497,cgs_harua,rameshwar,UP65LT8640,UP65LT8640cgs_harua240730091352,76,49,Reached,Scheduling Engine,7/30/2024 5:57,NULL,8/21/2024 8:44
537,652reliance_bp240730115715,3505,cgs_harua,atulya,UP80HT4944,UP80HT4944cgs_harua240730110648,45,27,Reached,Scheduling Engine,7/30/2024 6:27,NULL,8/21/2024 8:44
538,653reliance_bp240730115804,3499,cgs_harua,reliance_bp,UP80HT5144,UP80HT5144cgs_harua240730105455,60,39,Reached,Scheduling Engine,7/30/2024 6:28,NULL,8/21/2024 8:44
539,654srm_energy240730012421,3476,upsidc,srm_energy,UP65KT8525,UP65KT8525upsidc240730070922,67,48,Reached,Scheduling Engine,7/31/2024 4:06,NULL,8/21/2024 8:44
540,658lala_auto240730041732,3479,upsidc,lala_auto,GJ18BT9140,GJ18BT9140upsidc240729113421,50,37,Reached,Scheduling Engine,7/31/2024 4:06,NULL,8/21/2024 8:44
541,665sanchetna240730104815,3726,upsidc,sanchetna,UP65KT3613,UP65KT3613upsidc240731041058,32,20,Reached,Scheduling Engine,7/31/2024 10:41,NULL,8/21/2024 8:44
542,684rameshwar240801111037,3914,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240801092552,76,49,Reached,Scheduling Engine,8/1/2024 5:40,NULL,8/21/2024 8:44
543,685mansha240801115329,3929,cgs_harua,mansha,UP80HT4944,UP80HT4944cgs_harua240801103051,34,22,Reached,Scheduling Engine,8/1/2024 6:26,NULL,8/21/2024 8:44
544,688cholapur240801014638,3965,cgs_harua,cholapur,UP80JT1056,UP80JT1056cgs_harua240801122432,22,14,Reached,Scheduling Engine,8/1/2024 8:16,NULL,8/21/2024 8:44
545,689reliance_bp_harua240801014756,3968,upsidc,reliance_bp_harua,UP65KT8525,UP65KT8525upsidc240801122210,30,21,Reached,Scheduling Engine,8/1/2024 8:18,NULL,8/21/2024 8:44
546,691suresh240801030529,3985,cgs_harua,suresh,UP65LT8640,UP65LT8640cgs_harua240801012522,78,42,Reached,Scheduling Engine,8/1/2024 9:35,NULL,8/21/2024 8:44
547,693rameshwar240801041609,4006,cgs_harua,rameshwar,UP80HT5397,UP80HT5397cgs_harua240801023359,76,49,Reached,Scheduling Engine,8/1/2024 10:50,NULL,8/21/2024 8:44
548,694srm_energy240801042307,4009,upsidc,srm_energy,UP65KT3613,UP65KT3613upsidc240801024744,67,48,Reached,Scheduling Engine,8/1/2024 10:53,NULL,8/21/2024 8:44
549,695atulya240801051837,4046,cgs_harua,atulya,UP80HT5138,UP80HT5138cgs_harua240801040407,45,27,Reached,Scheduling Engine,8/1/2024 11:48,NULL,8/21/2024 8:44
550,697lala_auto240801091308,4121,upsidc,lala_auto,UP80HT4943,UP80HT4943upsidc240801091218,50,37,Reached,Scheduling Engine,8/1/2024 15:43,NULL,8/21/2024 8:44
551,701reliance_bp_harua240802015132,4240,cgs_harua,reliance_bp_harua,GJ18BT9140,GJ18BT9140upsidc240802115056,17,9,Reached,Scheduling Engine,8/2/2024 8:27,NULL,8/21/2024 8:44
552,704rameshwar240802030301,4273,cgs_harua,rameshwar,UP80HT5299,UP80HT5299cgs_harua240802013141,76,49,Reached,Scheduling Engine,8/2/2024 9:33,NULL,8/21/2024 8:44
